index,game,category,question,answer,amount,media,dj
2523,8090,RADIO,3-letter word which is the general topic of Dr. Ruth Westheimer's radio call-in show,sex,200,,False
2524,8090,RADIO,"Comic strip heroine whose radio theme began, ""Who's that little chatterbox...""",Little Orphan Annie,400,,False
2525,8090,RADIO,"Los Angeles D.J. who took over the hosting job this season on TV's ""Solid Gold""",Rick Dees,600,,False
2526,8090,RADIO,"Name under which Barry Hansen ""doctors"" up popular weird song radio show",Dr. Demento,1000,,False
2527,8090,POTENT POTABLES,The most common of these used today is Angostura,bitters,200,,False
2528,8090,POTENT POTABLES,This peach-flavored bourbon is popular on both sides of the Mason-Dixon Line,Southern Comfort,400,,False
2529,8090,POTENT POTABLES,"Liquor that this song's about:""Jose Cuervo you are a friend of mine / I like to drink you with a little salt and lime / Did I kiss all the cowboys? / Did I shoot out the lights? / Did I dance on the bar? / Did I start a fight?""",tequila,600,https://www.j-archive.com/media/1985-04-18_J_11.mp3,False
2530,8090,POTENT POTABLES,European country that produces the most wine,Italy,800,,False
2531,8090,POTENT POTABLES,"It's done to spiced wine to make it ""mulled""",you heat it,1000,,False
2532,8090,5-LETTER WORDS,The space on the paper to be filled in,blank,200,,False
2533,8090,5-LETTER WORDS,"The ""courage"" to pull out a feather",pluck,400,,False
2534,8090,5-LETTER WORDS,"You do it to grapes, doorbells & ducks",press,600,,False
2535,8090,COUNTRY MUSIC,"His '64 film biography was called ""Your Cheatin' Heart""",Hank Williams,200,,False
2536,8090,COUNTRY MUSIC,"Carl Perkins, Johnny Cash & Elvis Presley all got their start with this Memphis recording co.",Sun Records,400,,False
2537,8090,COUNTRY MUSIC,"Guitarist who won ""Cashbox's"" best instrumentalist award 19 years straight",Chester (Chet) Atkins,600,,False
2538,8090,COUNTRY MUSIC,This former pro ballplayer is country's top Black star,Charley Pride,800,,False
2539,8090,ETIQUETTE,This etiquette expert is really Judith Martin,Miss Manners,200,,False
2540,8090,ETIQUETTE,"In the U.S., an invitation to dinner here is akin to a command & other plans should be cancelled",the White House,1000,,False
2541,8090,MEDICAL HISTORY,French medical pioneer who developed rabies vaccine,Pasteur,400,,True
2542,8090,MEDICAL HISTORY,"Known as consumption in the 19th century, this disease, not a six-gun, killed Doc Holliday",tuberculosis,800,,True
2543,8090,MEDICAL HISTORY,"The 1st surgical anesthetic, it's been in use since 1842",ether,1200,,True
2544,8090,MEDICAL HISTORY,"Empowered by a 1938 act of Cong., this agency guards against snake oil cures & excess rat hairs in food",the Food and Drug Administration (the FDA),1600,,True
2545,8090,MEDICAL HISTORY,"Discovered in 1957, this antiviral protein is useful in treating some cancers",interferon,2000,,True
2546,8090,THEATER,"Muslin-covered, wooden-framed set piece, or how Joan Rivers refers to her chest",a flat,400,,True
2547,8090,THEATER,"In O'Neill play, a passionate stepmother & stepson found ""Desire"" there",Under The Elms,800,,True
2548,8090,THEATER,"Brother of the notorious John Wilkes, he played the finest Hamlet of his time",Edwin Booth,1200,,True
2549,8090,THEATER,The stage is dressed but the actors aren't in this musical with sketches by Jules Feiffer & John Lennon,"Oh, Calcutta!",1600,,True
2550,8090,THEATER,"""Learn the lines & don't bump into the furniture,"" advised this Brit. author of ""Blithe Spirit""",Noel Coward,2000,,True
2551,8090,RELIGION,"In Catholicism, the dead make amends here for their sins before entering heaven",purgatory,400,,True
2552,8090,RELIGION,Rastafarians worship this late Ethiopian emperor as God,Haile Selassie,800,,True
2553,8090,RELIGION,"They started publishing their ""Watchtower"" magazine in 1879, the year they were organized",the Jehovah's Witnesses,1200,,True
2554,8090,RELIGION,Daughter of this congressman murdered by Jonestown cult is member of Rajneesh cult in Oregon,(Leo) Ryan,1600,,True
2555,8090,1940,"German saturation bombing of this courageous city was called ""The Blitz""",London,400,,True
2556,8090,1940,This industry became the 1st form of U.S. transport to pass a year without a fatality,aviation,800,,True
2557,8090,1940,This du Maurier story was Hitchcock's U.S. directing debut & 1940's Best Picture,Rebecca,1200,,True
2558,8090,FAMOUS FOLKS,Vietnam commander Wm. Westmoreland sued CBS over remarks made on this show,60 Minutes,400,,True
2559,8090,FAMOUS FOLKS,"After starring with Gene Wilder in ""Woman in Red"", she married him",Gilda Radner,800,,True
2560,8090,FAMOUS FOLKS,U.S. secretary of transportation who's married to the Senate majority leader,Elizabeth Dole,1200,,True
2561,8090,FAMOUS FOLKS,"Paralleling Westmoreland case, this Israeli general & former defense minister sued ""Time""",Ariel Sharon,1600,,True
2562,8090,FAMOUS FOLKS,"Former Baptist preacher & LBJ White House press sec'y, now commentator on ""CBS Evening News""",Bill Moyers,2000,,True
2563,8090,LAST WORDS,"Actor Robert Armstrong said of his demise, ""twas beauty killed the beast""",King Kong,400,,True
2564,8090,LAST WORDS,"She closed her '50s variety hour with a big ""Mmmm-wah!"" to the audience",Dinah Shore,800,,True
2565,8090,LAST WORDS,"In Shakespeare, Julius Caesar's accusatory adieu","""et tu, Brutus""",1200,,True
2566,8090,LAST WORDS,"As they both lay dying July 4, 1826, his last words were ""Jefferson still survives""",John Adams,1600,,True
2567,8090,LAST WORDS,"This British Restoration king's last concern was for his mistress: ""Let not poor Nelly starve""",Charles II,2000,,True
2568,8091,LITERARY ALLUSIONS,It brought Aladdin a genie & became a symbol for something that brings great wealth,the lamp,200,,False
2569,8091,LITERARY ALLUSIONS,A person with unawakened potential may be compared to this heroine who slumbered for 100 years,Sleeping Beauty,400,,False
2570,8091,LITERARY ALLUSIONS,"When you mention this bird ""of happiness"", you're referring to a play by Maurice Maeterlinck",the blue bird of happiness,600,,False
2571,8091,LITERARY ALLUSIONS,"The British call this rainy day accessory a gamp after Sarah Gamp, a Dickens character who carried one",an umbrella,800,,False
2572,8091,LITERARY ALLUSIONS,"Doublethink, the acceptance of 2 contradictory ideas, comes from this George Orwell novel",1984,1000,,False
2573,8091,STEVES & STEVIES,"He sold guidebooks & performed magic tricks at Disneyland before he became a movie ""Jerk""",Steve Martin,200,,False
2574,8091,STEVES & STEVIES,"Formerly with Fleetwood Mac, she recorded ""Stop Draggin' My Heart Around"" with Tom Petty & the Heartbreakers",Stevie Nicks,400,,False
2575,8091,STEVES & STEVIES,Gorme's groom,Steve Lawrence,600,,False
2576,8091,STEVES & STEVIES,"Oscar Levant once quipped, ""When I can't sleep, I read a book by"" this ex-""Tonight Show"" host",Steve Allen,800,,False
2577,8091,STEVES & STEVIES,He was Mr. World & Mr. Universe before he muscled his way into Hercules movies in the 1950s,Steve Reeves,1000,,False
2578,8091,ROYALTY,This Princess of Wales was born in 1961 at Park House on the Queen's Estate at Sandringham,Diana,200,,False
2579,8091,ROYALTY,"Born in 1969, Princess Nori is the only daughter of this emperor",Akihito,400,,False
2580,8091,ROYALTY,"Albert I, King of Germany, was the son of the first member of this family to wear the German crown",the Hapsburgs,600,,False
2581,8091,ROYALTY,"After giving up the throne of this Scandinavian country, Christina tried to become Queen of Naples",Sweden,800,,False
2582,8091,ROYALTY,Maurice of Nassau was a prince of this royal house of the Netherlands,Orange,1000,,False
2583,8091,GOLF,A player may carry a selection of up to 14 of these in various shapes & sizes,clubs,200,,False
2584,8091,GOLF,6-time British Open winner Harry Vardon popularized the overlapping type of this,a grip,400,,False
2585,8091,GOLF,This golfer known as Slammin' Sam was a founder of the U.S. seniors tour,Sam Snead,600,,False
2586,8091,GOLF,This course on California's Monterey Peninsula opened for play in 1919,Pebble Beach,800,,False
2587,8091,GOLF,"The 1st formal golf organization, the Company of Gentleman Golfers, was formed in this capital in 1744",Edinburgh,1000,,False
2588,8091,SCHOOL DAYS,"In 1939, after a 2-year study, this school bus color was made a national standard",yellow,200,,False
2589,8091,SCHOOL DAYS,"A 1789 Massachusetts law required grammar schools to teach this 3rd ""R"" with reading & writing",arithmetic,400,,False
2590,8091,SCHOOL DAYS,"With Sally, Mother, Father, Spot & Puff, this brother & sister taught generations to read",Dick & Jane,600,,False
2591,8091,SCHOOL DAYS,One may be administered to a cosmetology student who missed an exam,a makeup,800,,False
2592,8091,SCHOOL DAYS,"Since they had a mix of history, geography & literature, McGuffey's readers were described as this",eclectic,1000,,False
2593,8091,WORLD OF FOOD,"Sushi,teriyaki,yakitori",Japan,200,,False
2594,8091,WORLD OF FOOD,"Guacamole,red snapper Vera Cruz,cochinita pibil",Mexico,400,,False
2595,8091,WORLD OF FOOD,"Gulyas,paprikas csirke,palacsinta",Hungary,600,,False
2596,8091,WORLD OF FOOD,"Dolmathes,tyropitta,souvlakia",Greece,800,,False
2597,8091,WORLD OF FOOD,"Kalbi,kim chee,bul goki",Korea,1000,,False
2598,8091,KENYA,Prides of more than 20 of these predators can be seen at the Masai Mara National Reserve,lions,400,,True
2599,8091,KENYA,About 70% of Kenyans follow this religion; more than half of them are Protestants,Christianity,800,,True
2600,8091,KENYA,"This official is head of state, head of government & Commander in Chief",Daniel Arap Moi,1200,,True
2601,8091,KENYA,"Kisumu, capital of Kenya's Nyanza Province, is located on this lake, Africa's largest",Lake Victoria,1600,,True
2602,8091,KENYA,"Mombasa, a port on this ocean, is Kenya's second-largest city",The Indian Ocean,2000,,True
2603,8091,U.S. HISTORY,"This ""Pelican State"" was the first admitted to the Union from land bought from France in 1803",Louisiana,400,,True
2604,8091,U.S. HISTORY,In July 1971 Nixon sent him on a secret mission to Beijing,Kissinger,800,,True
2605,8091,U.S. HISTORY,He's the lawyer who lost the Scopes Trial,Clarence Darrow,1200,,True
2606,8091,U.S. HISTORY,Sales of public lands helped virtually eliminate this in the 1830s; the government isn't even close now,(the national) debt,1600,,True
2607,8091,U.S. HISTORY,Pair accused of committing the 1920 payroll robbery of the Slater & Morrill Shoe Company,Sacco & Vanzetti,2000,,True
2608,8091,MIDDLE NAMES,"With this middle name, J.C. Penney was right on the money",Cash,400,,True
2609,8091,MIDDLE NAMES,Western author Grey used this middle name as his first; his original name was Pearl,Zane,800,,True
2610,8091,MIDDLE NAMES,John F. Kennedy's middle name was Fitzgerald & Robert F. Kennedy's was this,Francis,1200,,True
2611,8091,MIDDLE NAMES,Louis Tiffany should have felt at ease with this middle name,Comfort,1600,,True
2612,8091,MIDDLE NAMES,"Born into a Roman Catholic family, Edmund S. Muskie has this middle name shared by 5 Popes",Sixtus,2000,,True
2613,8091,CLASSICAL COMPOSERS,"His grandfather, also named Ludwig, was a Flemish immigrant who moved to Bonn in 1733",Beethoven,400,,True
2614,8091,CLASSICAL COMPOSERS,His baptismal names were Johannes Chrysostomus Wolfgangus Theophilus,Wolfgang Amadeus Mozart,800,,True
2615,8091,CLASSICAL COMPOSERS,"In the 1830s Paris critics called this Polish-born composer the ""Ariel of the Piano""",Chopin,1200,,True
2616,8091,CLASSICAL COMPOSERS,"He based his most celebrated piece, ""Clair de Lune"", on a poem by Paul Verlaine",Debussy,1600,,True
2617,8091,CLASSICAL COMPOSERS,"In 1945 this American won the Pulitzer Prize for ""Appalachian Spring""",(Aaron) Copland,2000,,True
2618,8091,THE EARTH,"Because the Earth is tilted on its axis, we have 4 of these each year",seasons,400,,True
2619,8091,THE EARTH,This force is stronger at the poles since they're closer to the center of the Earth than the equator,gravity,800,,True
2620,8091,THE EARTH,"Due to the spread of the Mid-Atlantic ridge, this country right over it widens about 1"" a year",Iceland,1200,,True
2621,8091,THE EARTH,"Grasslands are called prairies in North America, Pampas in South America & these in Europe",steppes,1600,,True
2622,8091,THE EARTH,Quartz is composed of these 2 most common elements in the Earth's crust,silicon & oxygen,2000,,True
2623,8091,THEATRE,"Tina Howe's 1983 play ""Painting Churches"" takes place on Beacon Hill in this city",Boston,400,,True
2624,8091,THEATRE,"A 1995 revival of this playwright's ""Suddenly Last Summer"" starred Elizabeth Ashley as the venomous Violet Venable",Tennessee Williams,800,,True
2625,8091,THEATRE,Settings for this musical include Schultz' fruit shop & a train en route to Berlin,Cabaret,1200,,True
2626,8091,THEATRE,"His days as a TV comedy writer for Sid Caesar inspired his irreverent comedy ""Laughter on the 23rd Floor""",Neil Simon,1600,,True
2627,8091,THEATRE,"The title of his 1935 play ""Awake and Sing"" is a quotation from Isaiah 26:19",Clifford Odets,2000,,True
2628,8092,DADJECTIVES,"Matthew 6:9 says, ""Our Father which art in heaven"", this ""be Thy name""",hallowed,200,,False
2629,8092,DADJECTIVES,"From Latin for ""relating to the father"", this adjective often precedes ""instinct""",paternal,400,,False
2630,8092,DADJECTIVES,"A 2015 headline: This kind of ""dad who 'died' to get out of paying child support pays $10k, sentenced to jail""",deadbeat,600,,False
2631,8092,DADJECTIVES,"Chill! Negro Leagues legend & Baseball Hall of Famer James Bell was known as this ""Papa""",Cool,800,,False
2632,8092,DADJECTIVES,"""Cat on a Hot Tin Roof"" features this ""Daddy""",Big Daddy,1000,,False
2633,8092,FLOWERS,"Robert Frost wrote, ""A saying that every maid knows is... nothing is gained by not gathering"" these",roses,200,,False
2634,8092,FLOWERS,The gentian has bell- or trumpet-shaped flowers that are usually an intense shade of this,blue,400,,False
2635,8092,FLOWERS,"The trailing arbutus, which once told the Pilgrims spring was here, is also called this, a name the Pilgrims knew well",the mayflower,600,,False
